title,release_date,runtime,original_language,overview,poster_path,genres,production_companies,production_countries,spoken_languages,keywords
Black,04-02-2005,124,hi,"Black is an adaptation of Helen Keller's autobiography. Black revolves around a blind and deaf girl, and her relationship with her teacher who himself later develops Alzheimer's disease.",/A8RQBG6h7b4dW85G16lRgJT8LNC.jpg,Drama,"Applause Bhansali Productions, Applause Entertainment, Bhansali Productions, Yash Raj Films",India,"Hindi, English","deaf, tale, teacher, mute, blind, teacher student relationship, ray of light"
Lage Raho Munna Bhai,01-09-2006,144,hi,"Lovable goon Munna falls for a morning radio host by the name of Jahnvi, who also runs an elders' home which an unscrupulous builder seeks to attain. In order to gain Jahnviü??s attention, he cheats his way to winning a Mahatma Gandhi radio quiz. When Jahnvi consequently expresses interest in Munna, he and his best friend Circuit attempt to keep up the facade.",/gC87f7ccvjQubTop4HJJdeEzKQ7.jpg,"Comedy, Drama, Romance",Vidhu Vinod Chopra Productions,India,Hindi,"historical figure, india"
Fanaa,26-05-2006,168,hi,"Zooni Ali Beg is a blind Kashmiri girl who travels without her parents for the first time with a dance troupe to Delhi to perform in a ceremony for independence day. On her journey, she meets Rehan Khan, a casanova and tour guide who flirts with her. Although her friends warn Zooni about him, she cannot resist falling in love with him and he takes her on a private tour of New Delhi. But there is more to Rehan than meets the eye and Zooni will have to make a heartbreaking decision.",/8YCF3drTYLc7eoLFBbbexsT3iQj.jpg,"Action, Drama, Romance, Thriller",Yash Raj Films,India,Hindi,"blindness and impaired vision, delhi, india, musical, tourist guide, kashmir conflict"
Ae Dil Hai Mushkil,27-10-2016,158,hi,"Ayan falls in love with his soulmate, Alizeh, but she doesnü??t reciprocate the feeling. Later, a relationship with Saba helps him realize Alizehü??s value in his life, irrespective of their relationship status.",/1BDnQBOIUsPFnlLw35gManvHKUs.jpg,"Romance, Drama","ADHM Films, Star Studios, Dharma Productions",India,Hindi,"love, relationship, break-up, heartbreak, rebound"
Uri: The Surgical Strike,11-01-2019,138,hi,"Following the roguish terrorist attacks at Uri Army Base camp in Kashmir, India takes the fight to the enemy, in its most successful covert operation till date with one and only one objective of avenging their fallen heroes.",/yNySAgpAnWmPpYinim9E0tUzJWG.jpg,"Action, Drama, War",RSVP Movies,India,Hindi,"army, based on true story, terrorism, india, terrorist attack, indian army"
Airlift,22-01-2016,126,hi,"When Iraq invades Kuwait in August, 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.",/oyaxIm3kTWDQtcYQ45eN5sZ6WIz.jpg,"Drama, History, Action","T-Series, Hari Om Entertainment, Cape Of Good Films, Viacom18 Studios, Abundantia Entertainment, Emmay Entertainment",India,"Arabic, German, Malayalam, Hindi","evacuation, based on true story, iraq war"
Toilet: A Love Story,11-08-2017,155,hi,"A woman threatens to leave her husband unless he installs a toilet in their home. To win back her love and respect, he heads out on a journey to fight against the backward society.",/8YUBka56t4HcHLVMGnGA1WizpMV.jpg,"Comedy, Drama, Romance","KriArj Entertainment, Grazing Goat Pictures, Friday Filmworks, Abundantia Entertainment, Plan C Studios",India,Hindi,"newspaper, husband wife relationship, village, toilet, romance, inequality, social issues"
Udaan,17-06-2010,138,hi,"Upon returning to his industrial hometown, a young man must decide whether to follow his own dreams or acquiesce to his father's plans for his future.",/8dQmrGk0WRPiCwiiGdIxnY5s8Pc.jpg,Drama,"UTV Spotboy Motion Pictures, Anurag Kashyap Films, Sanjay Singh Films",India,Hindi,coming of age
Special 26,07-02-2013,144,hi,"In the early 1980s in India, a group of con artists rob well-known businessmen and politicians by posing as officers of the Central Bureau of Intelligence or income tax officials. The gang stages fake raids during which they steal great amounts of money from their targets.",/cOo6lOiZXO0zldPKsih9asKPWDo.jpg,"Crime, Drama, Thriller",Friday Filmworks,India,Hindi,"heist, con artist, theft"
Piku,08-05-2015,123,hi,A taxi driver is caught between a dysfunctional relationship between a woman and her father as he drives them to Kolkata.,/yo7EZWiLpLGhqs3YnlDGDBPjfTb.jpg,"Comedy, Drama","Rising Sun Films, MSM Motion Pictures, Saraswati Entertainment Creations Limited",India,Hindi,
Dhoom,27-08-2004,129,hi,"A gang of bikers headed by the cool-headed and arrogant Kabir is on a robbing spree in Mumbai. They rob establishments and then zip away on their superbikes. ACP Jai Dixit is the case in-charge and he recruits a bumbling bike mechanic and racer named Ali to chase the gang on a bike and help Jai nab them. Kabir accepts the challenge, and pulls off another robbery amidst a function. This causes Jai and Ali to call it off. Jai resigns from the police force and Ali goes back to his daily job. Meanwhile Kabir has lost one of his team members and recruits Ali for their final job in Goa. The action shifts from the congested Mumbai traffic to the sunny Goa for the final showdown between cops and robbers.",/A7fxXAsuYEohxYNl8YeH3FYkuDv.jpg,"Action, Crime, Drama, Thriller","Yash Raj Films, Dhoom Studios",India,"English, Hindi","gang of thieves, cop, motor sport, motorcycle"
Jab Harry Met Sejal,04-08-2017,144,hi,"Haunted by the memories of home he once knew, a middle-aged tour guide unconsciously embarks on a journey to find self.",/rWX9ZPcKH6qId169zm8GdFlRTdy.jpg,"Comedy, Drama, Romance","Red Chillies Entertainment, Window Seat Films, New Amsterdam Film Company",India,"English, Hindi",challa
Goliyon Ki Raasleela Ram-Leela,14-11-2013,155,hi,Ran and Leela are passionately in love with each other. The only problem is that their respective clans have been enemies for 500 years.,/6Pph0xbOJvNPhWh1fdeWGHppSPH.jpg,"Drama, Romance","Eros International, Bhansali Productions",India,Hindi,"forbidden love, musical, based on play or musical, family relationships, love, death of lover"
Rockstar,11-11-2011,159,hi,An uninhibited youth woos the hottest about-to-be-married college girl. He rises to become a rock-star - then self-destructs.,/ujbsLMrUKtlPdjBdXtGqrjEhD3r.jpg,"Drama, Music, Romance","Eros International, Shree Ashtavinayak Cine Vision",India,Hindi,"adultery, musical, terminal illness, rebellious youth, heartbreak, rock musical, rockstar"
Sanju,29-06-2018,161,hi,Sanju explores some of the most crucial chapters from movie star Sanjay Duttü??s dramatic and controversial real life. It gives a lowdown on his tryst with drugs and his trials and tribulations in the Arms Acts case and the 1993 Mumbai blasts.,/q1wkN4VQuBTj1AeyTLLz2w6awMA.jpg,"Drama, Comedy","Rajkumar Hirani Films, Vinod Chopra Films, Vidhu Vinod Chopra Productions","India, United States of America",Hindi,"artists' life, biography, sanjay dutt"
Ek Tha Tiger,15-08-2012,133,hi,An Indian agent is sent to observe the actions of a scientist but the mission becomes complicated when he falls in love with the scientist's Pakistani caretaker.,/jGTyeAH5KZuCX6Qat1VcTBXnqth.jpg,"Action, Romance, Thriller","Yash Raj Films, Fantastic Films, Prime Focus","India, Ireland",Hindi,"spy, secret agent, yrf spy universe"
Delhi Belly,01-07-2011,102,hi,"Three unsuspecting, average guys find themselves on the hit list of one of India's most-powerful crime syndicates.",/hGmjlOFPaqwxAxR3XDvalExTlXd.jpg,"Action, Comedy","UTV Motion Pictures, Aamir Khan Productions",India,"English, Hindi","gangster, blackmail, delhi, india, dark comedy, polaroid camera"
Gully Boy,14-02-2019,156,hi,A coming-of-age story based on the lives of street rappers in Mumbai.,/4RE7TD5TqEXbPKyUHcn7CSeMlrJ.jpg,"Drama, Music","Excel Entertainment, Tiger Baby",India,"Hindi, English","rap music, slum, rapper, ghetto, mumbai (bombay), india, poverty, rapper wannabe"
Krrish 3,01-11-2013,152,hi,Krrish and his father Rohit must team up to save the world from a psychokinetic evil man named Kaal and his army of mutants.,/tpCrYKO0S6jIc4qf2rif4J4U4lh.jpg,"Action, Science Fiction",Film Kraft,India,"Hindi, English","secret identity, superhero, mad scientist, lethal virus, pregnant woman"
Dil Se..,22-08-1998,163,hi,"Journalist Amar falls for a mysterious woman on an assignment, but she does not reciprocate his feelings. However, when Amar is about to get married, the woman shows up at his doorstep asking for help.",/rdnkOPYlHf8WaPRllTz3dsuzpp8.jpg,"Drama, Romance","RGV Film Factory, Madras Talkies",India,"Hindi, Malayalam, Tamil","bomb, love at first sight, sexuality, love, terrorism, terrorist attack, terrorist bombing, suicide bomber, war trauma, cyanide pill, left"
Baby,23-01-2015,160,hi,"An elite counter-intelligence unit learns of a plot, masterminded by a maniacal madman. With the clock ticking, it's up to them to track the terrorists' international tentacles and prevent them from striking at the heart of India.",/mcCAHyv4kuVJ7oYrgMpYvVPdLyf.jpg,"Action, Thriller","T-Series, Cape Of Good Films, Crouching Tiger Motion Pictures, Friday Filmworks",India,"Turkish, Hindi","espionage, elite unit, terrorism, commando"
Student of the Year,19-10-2012,146,hi,Several alumni reminisce about their final year at St. Theresa's College and the events that shaped their lives.,/yAhfRGZx7nOAZkrm90pqaAjakdH.jpg,"Comedy, Drama, Romance","Dharma Productions, Red Chillies Entertainment",India,"English, Hindi","friendship, jealousy, love triangle, competition, college, scavenger hunt, romance, reunion, triathlon"
Kapoor & Sons,18-03-2016,140,hi,"Returning home to visit their ill grandfather, two estranged brothers must confront their unresolved rivalry while their parentsü?? marriage frays.",/oPdcOInH8TqR5udDTDPiDuLSN90.jpg,"Drama, Romance, Comedy","Star Studios, Dharma Productions",India,Hindi,"coming out, loneliness"
Bareilly Ki Barfi,17-08-2017,123,hi,"Bitti Mishra is a bohemian Bareilly girl who falls deeply in love with Pritam Vidrohi, an author because she admires his progressive way of thinking. Finding him though proves to be as hard as looking for a needle in the haystack. So Bitti seeks the help of the local printing press-owner, Chirag Dubey on her journey of love.",/gviYC7rpJ4HWbbEFs0ZW5u965Tq.jpg,"Romance, Comedy","Junglee Pictures, BR Studios",India,Hindi,"based on novel or book, love triangle, mind reading, tomboy"
Masaan,24-07-2015,109,hi,"Four lives intersect along the Ganges: a low caste boy in hopeless love, a daughter ridden with guilt of a sexual encounter ending in a tragedy, a hapless father with fading morality, and a spirited child yearning for a family, long to escape the moral constructs of a small-town.",/pDg9Em9YJtIdIzvjMklmFsTBB0s.jpg,Drama,"Sikhya Entertainment, Drishyam Films, Phantom Films, Macassar Productions, ARTE France Cin??ma","France, India",Hindi,"small town, love, guilt, caste system, sexual encounter, interlinked stories, ganges, pretty"
Hindi Medium,19-05-2017,132,hi,"Mita and Raj Batra, an affluent couple from Delhiü??s Chandni Chowk, are grappling with getting their daughter admission into an English medium school. But there is one big problem. Their zubaan is Hindi, and the elitist snobs wonü??t let the Hindi speaking hoi-polloi fit in.",/2v0nQd3kYBV0iPNCVHiaLWGb1hg.jpg,"Comedy, Drama",Maddock Films,India,Hindi,education system
Vicky Donor,20-04-2012,122,hi,"A man is brought in by an infertility doctor to supply him with his sperm, where he becomes the biggest sperm donor for his clinic.",/u8AO7DgcVYkVSXeU7oQdlhMFwcN.jpg,"Comedy, Romance","Eros International, JA Entertainment",India,Hindi,sperm donor
Bhool Bhulaiyaa,12-10-2007,151,hi,"An NRI and his wife decide to stay in his ancestral home, paying no heed to the warnings about ghosts. Soon, inexplicable occurrences cause him to call a psychiatrist to help solve the mystery.",/soRW3p4GlPphHiFkwbqYGrodQ5S.jpg,"Comedy, Horror, Thriller",T-Series,India,Hindi,remake
Highway,13-02-2014,133,hi,"Right before her wedding, a young woman finds herself abducted and held for ransom. As the initial days pass, she begins to develop a strange bond with her kidnapper.",/xuTevYF35WDkElpm5vNBVaISkT9.jpg,"Drama, Romance, Crime","Window Seat Films, Nadiadwala Grandson Entertainment, Window Seat Films",India,"English, Hindi","stockholm syndrome, kidnapping, self-discovery, on the road"
M.S. Dhoni: The Untold Story,30-09-2016,190,hi,"Based on the life story of Mahendra Singh Dhoni, and his journey to being the world cup winning captain of the Indian cricket team.",/lUpMckVHaB55YJ3SMK0arwxKmCt.jpg,Drama,"Star Studios, Inspired Entertainments, Friday Filmworks",India,Hindi,"sports, biography, cricket"
Secret Superstar,19-10-2017,150,hi,A talented teenage singer-songwriter living amid domestic abuse becomes a YouTube sensation after a video in which she hides her identity goes viral.,/fkTeziNtc0uwE899uI1hlMOEdZL.jpg,"Drama, Music","Zee Studios, Aamir Khan Productions",India,Hindi,"husband wife relationship, violent husband, singing, abusive marriage, young singer, father daughter relationship, mother daughter relationship"
Raazi,10-05-2018,138,hi,An Indian spy is married to a Pakistani military officer during the Indo-Pakistani War of 1971.,/fF2xXApETxZqyluokyJ1x4gIiTf.jpg,"Thriller, Action, Drama, History","Dharma Productions, Junglee Pictures",India,"Hindi, Kashmiri, Urdu","based on novel or book, female spy, india pakistan war"
Dil To Pagal Hai,30-10-1997,179,hi,"Rahul, the director of a successful dance troupe, considers Nisha his best friend, though secretly, she is madly in love with him. He then falls for Pooja, who is engaged to Ajay.",/HKUrZZbXnwCM4129fPlgHEg0eG.jpg,"Drama, Romance, Comedy",Yash Raj Films,India,Hindi,musical
